Time [s],Value,Parity Error,Framing Error
6.510865750000000,0x00,,
6.511438875000000,0x00,,
6.512011750000000,0x02,,
6.512584750000000,0x00,,
6.513157750000000,0x02,,
6.513730625000000,0x90,,
6.514303625000000,0x00,,
6.514876625000000,0x08,,
6.515449625000000,0x40,,
6.516022625000000,0x08,,
6.516595500000000,0x40,,
6.517168500000000,0x90,,
6.517741500000000,0x20,,
6.518314500000000,0x00,,
6.518887500000000,0x21,,
6.519460375000000,0x1F,,
6.520033500000000,0x3F,,
6.520606375000000,0xB3,,
6.521179375000000,0x7E,,
6.532214125000000,0x7E,,
6.532849625000000,0x21,,
6.533509375000000,0x7E,,
6.534911250000000,0x7E,,
6.535484250000000,0xA1,,
6.536057250000000,0x22,,
6.536630250000000,0x90,,
6.537203125000000,0x18,,
6.537776125000000,0x03,,
6.538349000000000,0x10,,
6.538922000000000,0x03,,
6.539495000000000,0x18,,
6.540068000000000,0x90,,
6.540641000000000,0x0C,,
6.541213875000000,0x7C,,
6.541786875000000,0x4C,,
6.542359875000000,0x7C,,
6.542932875000000,0x44,,
6.543505875000000,0x90,,
6.544078875000000,0xF0,,
6.544651750000000,0x10,,
6.545224750000000,0x01,,
6.545797750000000,0x00,,
6.546370625000000,0x00,,
6.546943750000000,0x90,,
6.547516750000000,0xC0,,
6.548089625000000,0x00,,
6.548662625000000,0xC0,,
6.549235625000000,0x00,,
6.549808500000000,0xC0,,
6.550381500000000,0x90,,
6.550954500000000,0x00,,
6.551527500000000,0x00,,
6.552100500000000,0x03,,
6.552673375000000,0x01,,
6.553246375000000,0x01,,
6.553819375000000,0xDA,,
6.554392500000000,0x7E,,
6.565430500000000,0x7E,,
6.566069125000000,0x21,,
6.566725750000000,0x7E,,
6.568124375000000,0x7E,,
6.568697250000000,0xA1,,
6.569270250000000,0x21,,
6.569843125000000,0x90,,
6.570416125000000,0x1F,,
6.570989125000000,0x01,,
6.571562125000000,0x1F,,
6.572135125000000,0x03,,
6.572708000000000,0x00,,
6.573281000000000,0x90,,
6.573854000000000,0x0C,,
6.574427000000000,0x00,,
6.574999875000000,0x0C,,
6.575573000000000,0x00,,
6.576145875000000,0x0C,,
6.576718875000000,0x90,,
6.577291875000000,0xF0,,
6.577864875000000,0xF1,,
6.578437750000000,0xF3,,
6.579010750000000,0xF1,,
6.579583750000000,0xF3,,
6.580156750000000,0x90,,
6.580729750000000,0xC4,,
6.581302625000000,0x0F,,
6.581875625000000,0x00,,
6.582448625000000,0xC0,,
6.583021625000000,0x43,,
6.583594625000000,0x90,,
6.584167625000000,0x10,,
6.584740500000000,0x1F,,
6.585313500000000,0x11,,
6.585886375000000,0x1F,,
6.586459500000000,0x13,,
6.587032500000000,0x4B,,
6.587605375000000,0x7E,,
6.598778500000000,0x7E,,
6.599415500000000,0x21,,
6.600075375000000,0x7E,,
6.601493500000000,0x7E,,
6.602066500000000,0xA1,,
6.602639500000000,0x20,,
6.603212500000000,0x90,,
6.603785375000000,0x10,,
6.604358375000000,0x03,,
6.604931375000000,0x10,,
6.605504375000000,0x03,,
6.606077375000000,0x00,,
6.606650250000000,0x90,,
6.607223250000000,0x00,,
6.607796250000000,0x40,,
6.608369250000000,0x00,,
6.608942125000000,0x40,,
6.609515250000000,0x00,,
6.610088125000000,0x90,,
6.610661125000000,0xF0,,
6.611234125000000,0xF1,,
6.611807125000000,0xF3,,
6.612380125000000,0xF1,,
6.612953000000000,0xF3,,
6.613526000000000,0x90,,
6.614099000000000,0xC4,,
6.614672000000000,0x0F,,
6.615244875000000,0x04,,
6.615817875000000,0x08,,
6.616390875000000,0x04,,
6.616963875000000,0x90,,
6.617536875000000,0x20,,
6.618109875000000,0x00,,
6.618682750000000,0x00,,
6.619255750000000,0x1F,,
6.619828750000000,0x01,,
6.620401750000000,0xE3,,
6.620974625000000,0x7E,,
6.632011125000000,0x7E,,
6.632649750000000,0x21,,
6.633306375000000,0x7E,,
6.634706625000000,0x7E,,
6.635279500000000,0xA1,,
6.635852500000000,0x1F,,
6.636425500000000,0x90,,
6.636998500000000,0x18,,
6.637571375000000,0x03,,
6.638144375000000,0x10,,
6.638717375000000,0x03,,
6.639290375000000,0x18,,
6.639863375000000,0x90,,
6.640436250000000,0x0C,,
6.641009375000000,0x7C,,
6.641582250000000,0x0C,,
6.642155250000000,0x7C,,
6.642728250000000,0x04,,
6.643301125000000,0x90,,
6.643874250000000,0xF0,,
6.644447125000000,0x10,,
6.645020125000000,0x00,,
6.645593125000000,0x00,,
6.646166000000000,0x00,,
6.646739125000000,0x90,,
6.647312000000000,0x04,,
6.647885000000000,0x00,,
6.648458000000000,0x04,,
6.649030875000000,0xC0,,
6.649603875000000,0xC7,,
6.650176875000000,0x90,,
6.650749875000000,0x30,,
6.651322875000000,0x1F,,
6.651895750000000,0x33,,
6.652468750000000,0x1F,,
6.653041750000000,0x33,,
6.653614750000000,0x12,,
6.654187750000000,0x7E,,
6.665225750000000,0x7E,,
6.665866125000000,0x21,,
6.666522625000000,0x7E,,
6.667919625000000,0x7E,,
6.668492625000000,0xA1,,
6.669065625000000,0x1E,,
6.669638500000000,0x90,,
6.670211500000000,0x1F,,
6.670784500000000,0x01,,
6.671357500000000,0x1F,,
6.671930500000000,0x03,,
6.672503375000000,0x00,,
6.673076250000000,0x90,,
6.673649375000000,0x0C,,
6.674222250000000,0x00,,
6.674795250000000,0x0C,,
6.675368250000000,0x00,,
6.675941250000000,0x0C,,
6.676514250000000,0x90,,
6.677087125000000,0xF0,,
6.677660250000000,0xF1,,
6.678233125000000,0xF3,,
6.678806125000000,0xF1,,
6.679379125000000,0xF3,,
6.679952125000000,0x90,,
6.680525000000000,0xC4,,
6.681098000000000,0x0F,,
6.681671000000000,0x00,,
6.682243875000000,0x40,,
6.682816875000000,0x42,,
6.683389875000000,0x90,,
6.683962875000000,0x00,,
6.684535875000000,0x19,,
6.685108750000000,0x01,,
6.685681875000000,0x19,,
6.686254875000000,0x03,,
6.686827750000000,0xE5,,
6.687400750000000,0x7E,,
6.698435625000000,0x7E,,
6.699071125000000,0x21,,
6.699730875000000,0x7E,,
6.701090375000000,0x7E,,
6.701663250000000,0xA1,,
6.702236250000000,0x1D,,
6.702809250000000,0x90,,
6.703382125000000,0x00,,
6.703955125000000,0x00,,
6.704528125000000,0x0B,,
6.705101125000000,0x01,,
6.705674125000000,0x1B,,
6.706247125000000,0x90,,
6.706820000000000,0x04,,
6.707393000000000,0x6C,,
6.707966000000000,0x0C,,
6.708539000000000,0x68,,
6.709111875000000,0x0C,,
6.709685000000000,0x90,,
6.710257875000000,0x20,,
6.710830875000000,0x31,,
6.711403875000000,0xA0,,
6.711976750000000,0x31,,
6.712549875000000,0xF0,,
6.713122750000000,0x90,,
6.713695750000000,0xC4,,
6.714268750000000,0xC0,,
6.714841625000000,0x47,,
6.715414750000000,0xC0,,
6.715987625000000,0x43,,
6.716560625000000,0x90,,
6.717133625000000,0x00,,
6.717706500000000,0x00,,
6.718279500000000,0x00,,
6.718852500000000,0x1F,,
6.719425500000000,0x01,,
6.719998375000000,0x6C,,
6.720571375000000,0x7E,,
6.731608000000000,0x7E,,
6.732245125000000,0x21,,
6.732904875000000,0x7E,,
6.734303375000000,0x7E,,
6.734876250000000,0xA1,,
6.735449250000000,0x1C,,
6.736022250000000,0x90,,
6.736595250000000,0x0C,,
6.737168250000000,0x00,,
6.737741125000000,0x06,,
6.738314125000000,0x00,,
6.738887125000000,0x03,,
6.739460125000000,0x90,,
6.740033000000000,0x00,,
6.740606000000000,0x18,,
6.741179000000000,0x00,,
6.741752000000000,0x30,,
6.742324875000000,0x00,,
6.742897875000000,0x90,,
6.743470875000000,0xF0,,
6.744043875000000,0xF1,,
6.744616875000000,0xF3,,
6.745189875000000,0xF0,,
6.745762875000000,0x73,,
6.746335750000000,0x90,,
6.746908750000000,0xC0,,
6.747481750000000,0x0F,,
6.748054750000000,0x00,,
6.748627750000000,0x00,,
6.749200750000000,0x00,,
6.749773625000000,0x90,,
6.750346625000000,0x00,,
6.750919625000000,0x00,,
6.751492625000000,0x00,,
6.752065500000000,0x00,,
6.752638500000000,0x00,,
6.753211500000000,0x4D,,
6.753784500000000,0x7E,,
6.764817875000000,0x7E,,
6.765456625000000,0x21,,
6.766111500000000,0x7E,,
6.767516375000000,0x7E,,
6.768089250000000,0xA1,,
6.768662375000000,0x1B,,
6.769235250000000,0x90,,
6.769808250000000,0x1B,,
6.770381250000000,0x01,,
6.770954125000000,0x1B,,
6.771527125000000,0x03,,
6.772100125000000,0x1A,,
6.772673125000000,0x90,,
6.773246000000000,0x0C,,
6.773819000000000,0x48,,
6.774392000000000,0x0C,,
6.774965000000000,0x68,,
6.775538000000000,0x0C,,
6.776111000000000,0x90,,
6.776683875000000,0xF0,,
6.777257000000000,0x31,,
6.777829875000000,0xF0,,
6.778402875000000,0x11,,
6.778975875000000,0xF0,,
6.779548750000000,0x90,,
6.780121750000000,0x40,,
6.780694750000000,0x00,,
6.781267750000000,0x00,,
6.781840750000000,0xC0,,
6.782413625000000,0xC1,,
6.782986625000000,0x90,,
6.783559625000000,0x3C,,
6.784132625000000,0x0F,,
6.784705500000000,0x3F,,
6.785278625000000,0x1F,,
6.785851500000000,0x3F,,
6.786424500000000,0x5C,,
6.786997375000000,0x7E,,
6.798031000000000,0x7E,,
6.798669625000000,0x21,,
6.799326250000000,0x7E,,
6.800729375000000,0x7E,,
6.801302250000000,0xA1,,
6.801875250000000,0x1A,,
6.802448250000000,0x90,,
6.803021250000000,0x1F,,
6.803594250000000,0x3F,,
6.804167250000000,0x1F,,
6.804740125000000,0x3F,,
6.805313125000000,0x00,,
6.805886125000000,0x90,,
6.806459125000000,0x00,,
6.807032125000000,0x40,,
6.807605125000000,0x00,,
6.808178000000000,0x40,,
6.808751000000000,0x00,,
6.809324000000000,0x90,,
6.809897000000000,0xF0,,
6.810470000000000,0x31,,
6.811042875000000,0xF3,,
6.811615875000000,0x31,,
6.812188875000000,0xF3,,
6.812761875000000,0x90,,
6.813334750000000,0xC4,,
6.813907750000000,0x0C,,
6.814480750000000,0xC4,,
6.815053750000000,0x00,,
6.815626750000000,0xC4,,
6.816199625000000,0x90,,
6.816772625000000,0x00,,
6.817345625000000,0x00,,
6.817918625000000,0x00,,
6.818491625000000,0x0B,,
6.819064625000000,0x01,,
6.819637625000000,0xE6,,
6.820210500000000,0x7E,,
6.831245750000000,0x7E,,
6.831884500000000,0x21,,
6.832541000000000,0x7E,,
6.833942375000000,0x7E,,
6.834515250000000,0xA1,,
6.835088375000000,0x19,,
6.835661375000000,0x90,,
6.836234250000000,0x00,,
6.836807250000000,0x03,,
6.837380250000000,0x1F,,
6.837953125000000,0x03,,
6.838526125000000,0x1F,,
6.839099125000000,0x90,,
6.839672125000000,0x0C,,
6.840245125000000,0x7C,,
6.840818125000000,0x0C,,
6.841391000000000,0x00,,
6.841964000000000,0x00,,
6.842537000000000,0x90,,
6.843110000000000,0xF0,,
6.843683000000000,0x11,,
6.844255875000000,0xF0,,
6.844828875000000,0x11,,
6.845401875000000,0xF0,,
6.845974875000000,0x90,,
6.846547875000000,0xC4,,
6.847120750000000,0x00,,
6.847693750000000,0xC0,,
6.848266750000000,0x00,,
6.848839625000000,0xC0,,
6.849412625000000,0x90,,
6.849985625000000,0x00,,
6.850558625000000,0x00,,
6.851131625000000,0x03,,
6.851704625000000,0x1F,,
6.852277500000000,0x3F,,
6.852850500000000,0xBC,,
6.853423625000000,0x7E,,
6.864460500000000,0x7E,,
6.865100875000000,0x21,,
6.865757375000000,0x7E,,
6.867155375000000,0x7E,,
6.867728375000000,0xA1,,
6.868301375000000,0x18,,
6.868874375000000,0x90,,
6.869447250000000,0x10,,
6.870020250000000,0x03,,
6.870593250000000,0x10,,
6.871166125000000,0x03,,
6.871739250000000,0x18,,
6.872312125000000,0x90,,
6.872885125000000,0x0C,,
6.873458125000000,0x7C,,
6.874031125000000,0x0C,,
6.874604125000000,0x7C,,
6.875177000000000,0x04,,
6.875750125000000,0x90,,
6.876323000000000,0xF0,,
6.876896000000000,0x10,,
6.877469000000000,0x00,,
6.878041875000000,0x00,,
6.878615000000000,0xF0,,
6.879187875000000,0x90,,
6.879760750000000,0x44,,
6.880333875000000,0xC0,,
6.880906750000000,0x47,,
6.881479750000000,0xC0,,
6.882052750000000,0xC7,,
6.882625750000000,0x90,,
6.883198625000000,0x00,,
6.883771750000000,0x00,,
6.884344625000000,0x03,,
6.884917625000000,0x00,,
6.885490625000000,0x03,,
6.886063625000000,0x1E,,
6.886636625000000,0x7E,,
6.897670375000000,0x7E,,
6.898310625000000,0x21,,
6.898967125000000,0x7E,,
6.900368500000000,0x7E,,
6.900941375000000,0xA1,,
6.901514375000000,0x17,,
6.902087375000000,0x90,,
6.902660375000000,0x19,,
6.903233250000000,0x01,,
6.903806250000000,0x19,,
6.904379250000000,0x03,,
6.904952250000000,0x18,,
6.905525250000000,0x90,,
6.906098250000000,0x0C,,
6.906671125000000,0x40,,
6.907244125000000,0x0C,,
6.907817125000000,0x60,,
6.908390125000000,0x0C,,
6.908963000000000,0x90,,
6.909536000000000,0xF0,,
6.910109000000000,0x31,,
6.910681875000000,0xF0,,
6.911255000000000,0x11,,
6.911827875000000,0xF0,,
6.912400875000000,0x90,,
6.912973875000000,0x40,,
6.913546875000000,0x00,,
6.914119750000000,0x00,,
6.914692875000000,0xC0,,
6.915265750000000,0xC7,,
6.915838750000000,0x90,,
6.916411750000000,0x00,,
6.916984625000000,0x1F,,
6.917557750000000,0x03,,
6.918130625000000,0x1F,,
6.918703625000000,0x03,,
6.919276500000000,0x78,,
6.919849625000000,0x7E,,
6.930886625000000,0x7E,,
6.931525250000000,0x21,,
6.932181875000000,0x7E,,
6.933542500000000,0x7E,,
6.934115375000000,0xA1,,
6.934688375000000,0x16,,
6.935261375000000,0x90,,
6.935834250000000,0x00,,
6.936407250000000,0x00,,
6.936980250000000,0x1F,,
6.937553250000000,0x01,,
6.938126125000000,0x1F,,
6.938699125000000,0x90,,
6.939272125000000,0x04,,
6.939845125000000,0x7C,,
6.940418000000000,0x0C,,
6.940991000000000,0x00,,
6.941564000000000,0x0C,,
6.942137000000000,0x90,,
6.942710000000000,0x00,,
6.943283000000000,0x30,,
6.943855875000000,0x00,,
6.944429000000000,0x30,,
6.945001875000000,0xF0,,
6.945574875000000,0x90,,
6.946147750000000,0xC4,,
6.946720875000000,0xCF,,
6.947293750000000,0xC7,,
6.947866750000000,0xCF,,
6.948439750000000,0xC7,,
6.949012750000000,0x90,,
6.949585750000000,0x3C,,
6.950158625000000,0x00,,
6.950731625000000,0x00,,
6.951304625000000,0x09,,
6.951877625000000,0x01,,
6.952450625000000,0xA1,,
6.953023500000000,0x7E,,
6.964059000000000,0x7E,,
6.964699375000000,0x21,,
6.965359125000000,0x7E,,
6.966755375000000,0x7E,,
6.967328375000000,0xA1,,
6.967901375000000,0x15,,
6.968474250000000,0x90,,
6.969047250000000,0x1A,,
6.969620250000000,0x03,,
6.970193250000000,0x1F,,
6.970766250000000,0x03,,
6.971339125000000,0x1F,,
6.971912125000000,0x90,,
6.972485125000000,0x04,,
6.973058125000000,0x3C,,
6.973631125000000,0x04,,
6.974204125000000,0x00,,
6.974777000000000,0x00,,
6.975350125000000,0x90,,
6.975923000000000,0x00,,
6.976496000000000,0x31,,
6.977069000000000,0x80,,
6.977642000000000,0x31,,
6.978214875000000,0xF0,,
6.978787875000000,0x90,,
6.979360875000000,0xC4,,
6.979933875000000,0xC1,,
6.980506875000000,0xC7,,
6.981079750000000,0xC1,,
6.981652750000000,0xC3,,
6.982225625000000,0x90,,
6.982798625000000,0x04,,
6.983371625000000,0x00,,
6.983944625000000,0x03,,
6.984517625000000,0x00,,
6.985090625000000,0x03,,
6.985663500000000,0x49,,
6.986236500000000,0x7E,,
6.997269000000000,0x7E,,
6.997904375000000,0x21,,
6.998564125000000,0x7E,,
6.999968375000000,0x7E,,
7.000541375000000,0xA1,,
7.001114375000000,0x14,,
7.001687375000000,0x90,,
7.002260250000000,0x00,,
7.002833250000000,0x03,,
7.003406250000000,0x00,,
7.003979250000000,0x03,,
7.004552250000000,0x00,,
7.005125250000000,0x90,,
7.005698250000000,0x0C,,
7.006271125000000,0x7C,,
7.006844125000000,0x0C,,
7.007417125000000,0x7C,,
7.007990125000000,0x0C,,
7.008563125000000,0x90,,
7.009136000000000,0xF0,,
7.009709000000000,0x31,,
7.010282000000000,0x00,,
7.010855000000000,0x00,,
7.011428000000000,0xB0,,
7.012000875000000,0x90,,
7.012573875000000,0x40,,
7.013146875000000,0xC0,,
7.013719750000000,0x46,,
7.014292750000000,0xC0,,
7.014865875000000,0xC6,,
7.015438750000000,0x90,,
7.016011750000000,0x00,,
7.016584625000000,0x1A,,
7.017157625000000,0x03,,
7.017730625000000,0x12,,
7.018303625000000,0x03,,
7.018876500000000,0x6F,,
7.019449500000000,0x7E,,
7.030485250000000,0x7E,,
7.031123875000000,0x21,,
7.031780375000000,0x7E,,
7.033181500000000,0x7E,,
7.033754375000000,0xA1,,
7.034327375000000,0x13,,
7.034900375000000,0x90,,
7.035473375000000,0x00,,
7.036046375000000,0x00,,
7.036619250000000,0x00,,
7.037192250000000,0x00,,
7.037765250000000,0x00,,
7.038338250000000,0x90,,
7.038911250000000,0x00,,
7.039484125000000,0x00,,
7.040057125000000,0x00,,
7.040630125000000,0x00,,
7.041203125000000,0x00,,
7.041776125000000,0x90,,
7.042349000000000,0x00,,
7.042922000000000,0x00,,
7.043495000000000,0x00,,
7.044067875000000,0x00,,
7.044641000000000,0x00,,
7.045213875000000,0x90,,
7.045786875000000,0x00,,
7.046359875000000,0x00,,
7.046932875000000,0x00,,
7.047505875000000,0xC0,,
7.048078875000000,0x47,,
7.048651750000000,0x90,,
7.049224750000000,0x00,,
7.049797625000000,0x1F,,
7.050370750000000,0x01,,
7.050943625000000,0x1F,,
7.051516625000000,0x03,,
7.052089625000000,0x58,,
7.052662500000000,0x7E,,
7.064252500000000,0x7E,,
7.064889625000000,0x21,,
7.065549375000000,0x7E,,
7.066863250000000,0x7E,,
7.067436250000000,0xA1,,
7.068009250000000,0x12,,
7.068582250000000,0x10,,
7.069155125000000,0x1F,,
7.069728125000000,0x7F,,
7.070301125000000,0x1F,,
7.070874125000000,0x7F,,
7.071447125000000,0x00,,
7.072020000000000,0x10,,
7.072593000000000,0x00,,
7.073166000000000,0x00,,
7.073739000000000,0x00,,
7.074311875000000,0x00,,
7.074885000000000,0x00,,
7.075457875000000,0x10,,
7.076030875000000,0x00,,
7.076603875000000,0x00,,
7.077176750000000,0x00,,
7.077749875000000,0x00,,
7.078322750000000,0x00,,
7.078895750000000,0x10,,
7.079468750000000,0x00,,
7.080041750000000,0x00,,
7.080614625000000,0x00,,
7.081187625000000,0x00,,
7.081760625000000,0x00,,
7.082333625000000,0x10,,
7.082906625000000,0x00,,
7.083479500000000,0x00,,
7.084052500000000,0x00,,
7.084625500000000,0x00,,
7.085198500000000,0x00,,
7.085771375000000,0x5C,,
7.086344500000000,0x7E,,
7.097377875000000,0x7E,,
7.098016500000000,0x21,,
7.098673125000000,0x7E,,
7.100076375000000,0x7E,,
7.100649250000000,0xA1,,
7.101222250000000,0x11,,
7.101795250000000,0x10,,
7.102368125000000,0x01,,
7.102941250000000,0x01,,
7.103514125000000,0x1F,,
7.104087125000000,0x03,,
7.104660125000000,0x1F,,
7.105233000000000,0x10,,
7.105806000000000,0x0C,,
7.106379000000000,0x7C,,
7.106952000000000,0x0C,,
7.107525000000000,0x00,,
7.108098000000000,0x00,,
7.108671000000000,0x10,,
7.109243875000000,0x00,,
7.109816875000000,0x00,,
7.110389875000000,0x06,,
7.110962750000000,0x00,,
7.111535875000000,0x06,,
7.112108750000000,0x10,,
7.112681750000000,0x00,,
7.113254750000000,0x18,,
7.113827750000000,0xC0,,
7.114400625000000,0x18,,
7.114973625000000,0xC0,,
7.115546625000000,0x10,,
7.116119625000000,0x60,,
7.116692500000000,0x00,,
7.117265500000000,0x63,,
7.117838500000000,0x1F,,
7.118411500000000,0x7F,,
7.118984500000000,0x43,,
7.119557500000000,0x7E,,
7.130594125000000,0x7E,,
7.131232875000000,0x21,,
7.131892625000000,0x7E,,
7.133289250000000,0x7E,,
7.133862250000000,0xA1,,
7.134435375000000,0x10,,
7.135008250000000,0x10,,
7.135581250000000,0x18,,
7.136154125000000,0x03,,
7.136727125000000,0x18,,
7.137300125000000,0x02,,
7.137873125000000,0x18,,
7.138446125000000,0x10,,
7.139019125000000,0x0C,,
7.139592000000000,0x7C,,
7.140165000000000,0xCC,,
7.140738000000000,0x3C,,
7.141311000000000,0xCC,,
7.141883875000000,0x10,,
7.142456875000000,0xF0,,
7.143029875000000,0x10,,
7.143602750000000,0x03,,
7.144175875000000,0x00,,
7.144748875000000,0x00,,
7.145321750000000,0x10,,
7.145894750000000,0x80,,
7.146467750000000,0x00,,
7.147040750000000,0x80,,
7.147613625000000,0x00,,
7.148186750000000,0x80,,
7.148759625000000,0x10,,
7.149332625000000,0x00,,
7.149905625000000,0x00,,
7.150478625000000,0x03,,
7.151051500000000,0x00,,
7.151624500000000,0x03,,
7.152197500000000,0x68,,
7.152770500000000,0x7E,,
7.163805625000000,0x7E,,
7.164442750000000,0x21,,
7.165102500000000,0x7E,,
7.166502375000000,0x7E,,
7.167075250000000,0xA1,,
7.167648250000000,0x0F,,
7.168221250000000,0x10,,
7.168794250000000,0x1F,,
7.169367250000000,0x03,,
7.169940250000000,0x1F,,
7.170513250000000,0x03,,
7.171086125000000,0x00,,
7.171659125000000,0x10,,
7.172232125000000,0x0C,,
7.172805000000000,0x00,,
7.173378000000000,0x08,,
7.173951000000000,0x00,,
7.174524000000000,0x08,,
7.175097000000000,0x10,,
7.175670000000000,0xF0,,
7.176242875000000,0xF1,,
7.176815875000000,0xF7,,
7.177388875000000,0xF1,,
7.177961875000000,0xF7,,
7.178534875000000,0x10,,
7.179107875000000,0xC4,,
7.179680750000000,0x1F,,
7.180253750000000,0x00,,
7.180826625000000,0xC0,,
7.181399625000000,0x43,,
7.181972625000000,0x10,,
7.182545625000000,0x30,,
7.183118625000000,0x0F,,
7.183691500000000,0x33,,
7.184264625000000,0x1F,,
7.184837500000000,0x33,,
7.185410500000000,0xC5,,
7.185983500000000,0x7E,,
7.197022000000000,0x7E,,
7.197657375000000,0x21,,
7.198317250000000,0x7E,,
7.199715375000000,0x7E,,
7.200288375000000,0xA1,,
7.200861250000000,0x0E,,
7.201434250000000,0x10,,
7.202007250000000,0x18,,
7.202580125000000,0x02,,
7.203153250000000,0x18,,
7.203726125000000,0x02,,
7.204299125000000,0x00,,
7.204872125000000,0x10,,
7.205445000000000,0x00,,
7.206018125000000,0x60,,
7.206591125000000,0x00,,
7.207164000000000,0x60,,
7.207737000000000,0x00,,
7.208310000000000,0x10,,
7.208883000000000,0xF0,,
7.209456000000000,0xF1,,
7.210029000000000,0xF7,,
7.210601875000000,0xF1,,
7.211174875000000,0xF7,,
7.211747875000000,0x10,,
7.212320875000000,0xC4,,
7.212893875000000,0x1F,,
7.213466750000000,0x06,,
7.214039750000000,0x18,,
7.214612625000000,0x06,,
7.215185625000000,0x10,,
7.215758625000000,0x60,,
7.216331625000000,0x00,,
7.216904625000000,0x00,,
7.217477500000000,0x1F,,
7.218050500000000,0x01,,
7.218623500000000,0x0D,,
7.219196500000000,0x7E,,
7.230233500000000,0x7E,,
